Gene ID	Control1	Control2	Control3	shRNA1	shRNA2	shRNA3	shRNA1_FC	shRNA2_FC	shRNA_3_FC																												
Pde4d	5.64513	7.78674	6.70373	6.00614	5.80725	5.32332	5.44714	7.23932	5.69726																												
Pde4dip	33.0964	31.0535	30.8144	32.655	31.0313	32.7076	34.6139	32.6885	33.2629																												
Pde5a	1.213	1.99398	1.84966	1.57676	1.69391	1.30849	1.48713	1.62883	1.48681																												
Pde6a	0.0209082	0.0215755	0.00891197	0.0210614	0.00856953	0	0.0196033	0	0.0354334																												
Pde6b	0.0796223	0.0821355	0.0135716	0.0481527	0.0261104	0.0188568	0.0298388	0.0696241	0.0179862																												
Pde6c	0.0465056	0.0311236	0	0	0.0127086	0.0183572	0.0145243	0.0395748	0																												
Pde6d	25.7282	28.2849	26.6542	24.6741	25.695	24.9012	25.332	26.9196	25.7532																												
Pde6g	0.0580858	0.119523	0.0493965	0.0588229	0.190642	0.136947	0.216424	0.0506083	0.0654534																												
Pde6h	0.109768	0.112579	0.0931054	0	0.0901621	0	0.304604	0.285661	0.123341																												
Pde7a	5.7489	3.96802	3.64571	4.79862	4.34116	4.28541	5.17016	4.35899	4.45919																												
Pde7b	6.80018	4.06313	4.87166	8.73689	6.99626	7.77951	6.99423	4.56182	4.84535																												
Pde8a	3.47117	5.27568	3.66555	2.70459	2.84578	3.71287	3.25171	4.63325	4.24235																												
Pde8b	14.0646	14.5104	15.3875	14.9888	15.4901	15.0841	15.5499	14.5902	14.6515																												
Pde9a	4.58633	5.30589	4.93168	5.90771	4.09112	5.24492	3.25224	4.35974	4.0736																												
Pdf	14.1525	14.681	14.8415	15.287	15.5591	16.3299	15.081	15.8945	15.2043																												
Pdgfa	17.9593	19.7706	19.5232	17.8677	18.6215	20.3065	17.0267	19.051	17.1532																												
Pdgfb	5.12217	6.27192	6.76202	7.016	7.01528	6.58782	5.19813	6.08754	5.99158																												
Pdgfc	1.48717	1.72949	1.38582	1.727	1.90102	1.56756	1.99641	1.55434	1.8224																												
Pdgfd	1.34994	1.25786	1.52582	1.49316	1.31981	1.10548	1.36015	1.15673	1.23082																												
Pdgfra	6.75234	7.70461	7.87147	7.18399	7.23181	6.9954	5.49921	6.76902	6.28174																												
Pdgfrb	2.53065	3.45755	3.65676	3.19475	3.46306	3.37049	3.09661	3.18398	3.01386																												
Pdgfrl	0.867127	1.14898	1.02854	0.875477	0.990467	0.878702	0.781767	0.892486	1.11837																												
Pdha1	77.4695	90.4736	88.9117	75.3745	75.4778	79.3008	72.1501	82.9201	81.5096																												
Pdha2	0	0	0	0	0	0	0	0	0																												
Pdhb	42.0556	41.0564	43.3024	40.294	41.1766	42.8829	38.8636	39.4708	40.9008																												
Pdhx	15.8987	16.2138	16.7675	17.4364	16.4327	16.7027	16.87	16.9053	15.6905																												
Pdia2	0.027203	0.0280418	0	0.0549069	0.111533	0.0321734	0	0.0475281	0.0307058																												
Pdia3	118.293	90.3754	96.5671	82.901	106.73	96.0773	96.2623	86.586	86.3329																												
Pdia4	43.9987	21.5947	29.8625	26.441	34.114	29.2987	35.3754	31.0121	27.8463																												
Pdia5	0.952308	0.796024	0.942737	1.03883	1.47733	1.06559	1.05957	1.01192	1.39462																												
Pdia6	82.387	51.2191	62.3658	53.0101	66.2063	63.2977	67.3148	54.382	52.3323																												
Pdik1l	3.22319	3.13587	3.42652	3.42219	3.20714	3.65819	3.21352	3.21068	3.06937																												
Pdilt	0	0	0	0	0	0	0.0200469	0	0																												
Pdk1	8.61286	8.50771	9.03218	10.1535	10.0188	9.4211	8.12487	8.98324	8.29023																												
Pdk2	27.0103	28.8525	28.8839	27.5828	27.7438	29.9431	28.1575	28.5222	26.8838																												
Pdk3	15.4628	14.5419	15.1758	15.7607	14.3224	15.2423	14.3217	15.4059	15.2464																												
Pdk4	3.42561	3.57413	3.49954	3.76188	3.87049	3.84497	3.42722	3.19824	3.91326																												
Pdlim1	2.02373	2.37884	1.85796	1.5006	1.4781	1.56999	1.24157	2.07096	1.42735																												
Pdlim2	5.24518	8.90126	5.48219	4.34458	4.84191	7.98302	4.99124	6.93922	5.31664																												
Pdlim3	0.389682	0.772363	0.382922	0.514435	0.491631	0.425305	0.616649	0.445058	0.372132																												
Pdlim4	3.6642	4.37415	5.2805	3.99852	5.19141	5.4088	4.58703	4.57754	3.85094																												
Pdlim5	6.06333	6.00465	6.31134	6.33876	7.19707	6.3158	5.45408	6.12829	5.21831																												
Pdlim7	18.9259	20.2875	21.3378	19.2286	18.686	17.6659	18.6293	20.1268	21.2852																												
Pdp1	18.4129	14.7758	15.3445	18.6035	17.0573	19.3783	19.5946	16.3939	16.9522																												
Pdp2	1.50609	1.48866	1.48875	1.86181	1.77415	1.51419	1.36422	1.64945	1.55842																												
Pdpk1	25.3504	24.3768	25.4494	28.1825	27.6113	27.8215	27.8676	27.6432	28.2115																												
Pdpn	4.11967	4.40355	5.70528	6.34981	7.21198	6.63738	5.58104	6.91185	5.36391																												
Pdpr	5.88699	6.05711	5.27999	5.3121	5.58427	4.43472	6.10784	5.57923	5.53533																												
Pdrg1	15.3617	16.5626	15.2835	14.7186	17.7054	17.6255	16.096	16.7476	16.1124																												
Pds5a	13.2705	10.9727	11.2677	11.853	11.6423	10.4653	11.7569	11.0999	12.3486																												
Pds5b	22.3168	21.2282	21.4978	21.2461	21.5011	20.5346	21.9052	20.5273	21.9619																												
Pdss1	0	0	0	0	0	0	0	0	0																												
Pdss2	3.84241	4.85643	5.22324	4.01019	4.46715	4.51377	3.84097	4.9434	4.3968																												
Pdx1	0	0	0	0	0	0	0	0	0																												
Pdxdc1	22.317	24.109	22.5293	22.1002	22.0597	22.5654	22.4966	22.4164	21.5179																												
Pdxk	26.4465	25.5362	25.5639	26.1099	25.244	26.3675	25.4905	24.2685	22.8767																												
Pdxk-ps	0.0194076	0.0200158	0.0165371	0.0587079	0.0159119	0	0.018174	0	0.0438321																												
Pdxp	50.5549	51.5811	55.5096	54.8068	54.9166	57.9927	54.7982	51.4255	50.0307																												
Pdyn	6.05958	3.14361	4.20512	8.00643	6.56483	8.44345	8.5808	4.87201	5.53982																												
Pdzd11	16.3713	20.4594	20.0613	18.6917	19.0988	22.1507	18.3943	18.2894	15.2389																												
Pdzd2	6.65265	4.4082	3.49238	6.08682	5.85358	6.21014	6.57768	4.15499	4.78662																												
Pdzd3	0.356409	0.259442	0.267944	0.401727	0.292221	0.620309	0.294426	0.293194	0.449786																												
Pdzd4	26.4012	23.7485	27.0326	27.9569	27.5118	27.7499	25.8814	25.7244	25.1913																												
Pdzd7	0.592825	0.808473	0	0	0	0	0.692444	0	0																												
Pdzd8	13.7732	13.2354	13.0796	13.757	13.6821	13.2635	14.1564	13.398	12.996																												
Pdzd9	0	0	0	0	0	0	0	0	0																												
Pdzk1	2.06834	1.95543	2.20306	2.10483	1.8685	2.0403	2.45705	2.17644	1.57877																												
Pdzk1ip1	0.116493	0.136182	0.0549167	0	0.0530115	0	0.0601191	0	0																												
Pdzrn3	1.66901	3.0581	1.7876	1.69206	1.75403	1.72392	1.47452	2.04973	1.41423																												
Pdzrn4	1.41147	1.00679	1.3702	1.54075	1.56352	1.49361	1.3964	1.23805	1.12203																												
Pea15a	132.381	122.143	141.562	154.087	146.189	157.68	138.205	130.956	123.05																												
Pea15b	0	0	0	0	0	0	0	0	0																												
Peak1	3.3244	3.81369	3.69475	3.53049	3.31501	2.84775	3.30971	3.53013	3.57692																												
Pear1	0.469001	0.728239	0.624148	0.557459	0.728162	0.424482	0.57356	0.501714	0.530222																												
Pebp1	157.404	174.217	183.661	164.789	174.396	178.157	164.258	166.847	160.077																												
Pebp4	0	0	0.0390251	0	0	0	0	0	0																												
Pecam1	4.20771	5.51894	5.18912	5.09814	6.42145	5.24705	4.16448	5.12194	5.48842																												
Pecr	3.16454	2.57303	2.94149	2.31493	3.58617	2.90109	2.37126	2.97903	2.20725																												
Pef1	19.3774	25.1366	22.7227	21.6922	23.1342	23.4156	20.9471	22.3947	20.5577																												
Peg10	3.73207	2.60154	2.23195	2.43993	2.65011	3.25637	3.05128	2.49493	2.41625																												
Peg12	0.102369	0.0527961	0.0436191	0.0515973	0.0559506	0.0202007	0.0159821	0.0298351	0.0578074																												
Peg13	53.0379	64.045	53.6488	48.1686	46.6125	49.081	46.3557	59.142	49.107																												
Peg3	26.1185	25.1818	22.1812	23.0809	21.355	19.1165	23.2904	25.6938	22.8901																												
Peg3os	0	0	0	0	0	0	0	0	0																												
Peli1	17.0006	14.0798	13.9604	16.4637	17.53	17.0375	18.507	15.8479	18.3294																												
Peli2	4.61041	4.34535	4.31643	5.29945	5.31012	5.25348	5.02669	4.76089	4.75747																												
Peli3	4.39178	4.52815	4.61569	3.4674	3.91418	3.89705	4.02075	4.92224	4.36537																												
Pelo	6.38211	6.7949	6.81961	6.92921	7.10991	6.62044	6.69955	6.41525	5.77578																												
Pelp1	7.80593	8.13359	7.56492	9.21506	8.02523	8.77331	8.01656	7.75138	7.31926																												
Pemt	0.866501	1.09021	0.884509	0.700436	1.17922	0.941785	0.915257	1.30051	0.840022																												
Penk	13.4972	14.3629	29.4688	13.8378	21.1349	17.117	18.6509	15.0788	20.4849																												
Peo1	3.82103	3.61499	4.05772	3.92673	3.67349	3.87959	3.93841	3.71967	3.26964																												
Pepd	12.5316	10.7492	13.0662	10.0646	11.9607	11.7708	10.8582	12.0005	13.4112																												
Per1	16.5227	11.6513	13.3986	13.7611	13.2517	14.5786	18.721	19.6002	19.5268																												
Per2	10.0054	6.96116	8.68915	7.07594	7.92118	7.09578	9.44762	8.53445	8.96433																												
Per3	6.38743	4.54473	4.86387	6.99785	6.38015	6.48562	6.97639	5.49145	5.66104																												
Peril	0	0	0	0	0	0	0	0	0																												
Perm1	0.894581	0.461538	0.655035	0.739477	0.601706	0.896764	0.774123	0.611993	0.673766																												
Perp	0.950832	1.60874	1.86921	0.959284	0.819627	1.03837	1.41453	0.979955	1.2661																												
Pes1	5.38004	6.62834	6.22284	6.77029	6.52771	7.22664	6.22187	6.31773	6.18094																												
Pet100	9.66689	10.8497	10.2672	9.81299	9.75899	10.7818	9.25666	10.381	8.71318																												
Pet112	4.99073	5.69632	5.261	5.78836	5.72531	5.58043	6.46504	5.70761	5.43521																												
Pet117	0	0	0	0	0	0	0	0	0																												
Pet2	0	0	0	0	0	0	0	0	0																												
Pex1	4.58437	3.56905	3.33259	3.91142	3.51938	3.56279	3.8803	3.73321	3.57825																												
Pex10	4.28558	4.41735	5.256	5.30618	4.73259	5.37195	4.59598	4.74159	4.45008																												
Pex11a	3.10627	3.01118	3.65727	3.50929	4.11735	4.43559	3.78287	2.54989	3.70186																												
Pex11b	16.4421	14.6422	18.9078	17.5839	18.0647	20.7072	13.4376	19.9649	17.8735																												
Pex11g	0.353774	0.728589	0.639764	0.49185	0.471571	0.208828	0.330161	0.347174	0.349083																												
Pex12	3.14468	3.06109	2.78182	2.94814	2.58099	2.85645	2.88041	2.76271	2.97215																												
Pex13	9.22096	8.814	9.45382	7.89559	8.29649	8.16653	7.86951	7.83299	8.0795																												
Pex14	16.3988	18.4295	17.9848	17.0237	17.3883	17.2056	17.4706	17.1168	16.6329																												
Pex16	8.0107	10.4745	8.8631	9.21812	9.4666	10.2511	8.79815	9.06532	7.7066																												
Pex19	18.0121	17.7312	18.3897	21.6286	20.3764	21.4	19.6524	19.1495	19.6228																												
Pex2	8.49575	9.02853	9.74578	7.94384	9.34296	9.1377	8.44843	9.15216	8.48982																												
Pex26	2.84967	2.68535	2.22759	2.63233	2.73265	2.65005	2.94393	2.77516	2.46628																												
Pex3	9.0847	10.7755	9.96397	10.4309	10.2927	10.7182	10.6672	9.78454	10.1219																												
Pex5	15.4018	15.9799	16.5267	16.2827	15.2161	16.7811	15.3564	16.2081	14.9013																												
Pex5l	109.997	128.409	143.276	88.8685	102.901	101.034	99.5366	121.033	123.579																												
Pex6	14.1394	12.7515	14.8718	13.5059	14.7826	14.7871	13.5894	13.0713	13.8516																												
Pex7	7.7066	9.18158	8.14899	6.93596	7.80361	8.79899	7.3491	7.54628	6.79448																												
Pf4	0.509037	0.417852	0.777479	0.828834	0.752486	0.597311	0.471355	0.441864	0.457782																												
Pfas	4.97025	4.16994	4.6605	5.10719	4.64165	5.05421	4.78343	4.60506	4.57306																												
Pfdn1	24.6174	28.8499	28.4055	24.9451	27.6526	26.2487	27.099	27.6907	24.4455																												
Pfdn2	99.6215	112.6	106.284	102.632	110.691	116.991	98.2722	114.394	100.821																												
Pfdn4	12.9942	13.7936	13.31	14.7159	15.1695	12.8101	12.8174	13.8934	14.0427																												
Pfdn5	74.3232	82.1424	83.9621	70.7692	87.7823	86.3949	76.5955	79.95	75.9184																												
Pfkfb1	0.21512	0.166318	0.137424	0.0814097	0.176399	0.0636084	0.201239	0.140947	0.242823																												
Pfkfb2	9.1271	8.01086	8.38011	9.37189	8.53552	8.09083	8.89211	8.82673	9.07632																												
Pfkfb3	7.59415	7.40654	7.66858	6.55554	9.18448	6.66265	7.48368	8.24363	8.65702																												
Pfkfb4	3.53772	3.67725	3.27422	2.42083	2.74864	2.8457	3.11773	3.11731	3.35514																												
Pfkl	40.8575	37.4165	44.0283	46.5346	43.7327	46.4326	44.8115	40.2679	42.0261																												
Pfkm	93.5039	101.061	93.9345	93.3178	91.6581	97.0095	89.2458	95.9252	87.4538																												
Pfkp	26.9921	33.7799	32.2223	29.0304	31.3392	29.7612	27.4891	32.0563	28.3289																												
Pfn1	147.643	179.765	176.168	145.757	173.433	166.086	158.949	171.831	166.927																												
Pfn2	275.998	315.565	328.292	264.008	281.454	284.233	276.064	301.497	304.02																												
Pfn3	0	0.116499	0.289054	0	0	0.133157	0	0.0985269	0.127638																												
Pfn4	2.52852	3.52423	4.02025	3.7944	4.05616	3.42666	2.98727	3.47274	3.73346																												
Pfpl	0	0	0	0.0113194	0	0	0	0	0																												
Pga5	0	0	0	0	0	0	0	0	0																												
Pgam1	145.555	168.093	163.784	144.103	151.28	154.068	138.494	159.75	143.803																												
Pgam2	3.62437	2.95956	4.40324	6.11689	6.51411	7.05346	5.03765	4.4111	4.47318																												
Pgam5	19.6641	19.0167	18.3953	19.2883	20.5073	18.9792	19.4636	19.5291	18.3566																												
Pgap1	2.10609	2.5456	2.058	2.15664	1.98464	1.78294	1.90432	2.25043	1.71329																												
Pgap2	5.3274	5.32913	5.92141	5.60601	5.50617	5.74607	5.34983	5.6696	5.24385																												
Pgap3	2.8237	2.9509	3.15508	2.24367	2.69835	2.23582	2.29422	2.4195	2.68197																												
Pgbd1	0.495918	0.611126	0.598813	0.63387	0.575941	0.575637	0.549236	0.461241	0.513508																												
Pgbd5	77.4926	57.8455	58.5064	85.6126	73.474	90.39	80.0691	58.0441	66.5543																												
Pgc	0	0	0.029617	0	0.0285286	0.0411078	0	0	0																												
Pgd	9.5853	10.4777	9.46125	10.5978	10.1813	10.3244	9.07073	9.57141	9.24751																												
Pgf	1.23827	1.98539	2.68715	1.71462	1.95984	2.41121	1.40157	1.88264	2.08673																												
Pggt1b	4.31896	4.26881	4.00261	3.98932	3.97163	3.94729	4.29224	4.89648	4.4885																												
Pgk1	52.3533	57.3632	59.2732	46.8586	52.2918	54.2117	48.3169	52.6452	53.3455																												
Pgk2	0	0	0	0	0	0	0	0	0																												
Pgls	8.73157	10.5104	10.6575	9.74608	9.35786	8.61134	8.13185	11.6429	8.90137																												
Pglyrp1	6.06685	5.37841	5.36445	5.57027	7.50486	4.88551	5.63192	7.00865	4.67599																												
Pglyrp2	0	0.0197698	0	0	0.0573469	0	0.017951	0.0611566	0.0216467																												
Pglyrp3	0	0	0	0	0	0	0	0	0																												
Pglyrp4	0	0	0	0	0	0	0	0	0																												
Pgm1	2.85839	3.98803	3.31289	3.34905	3.46372	2.66154	3.01063	3.1597	3.20382																												
Pgm2	17.8043	20.2707	19.9512	20.4277	19.74	21.1209	18.9161	21.9324	19.0936																												
Pgm2l1	47.9444	43.5737	42.4239	55.1902	47.5734	50.8922	44.5332	50.771	42.9865																												
Pgm3	2.0393	2.19171	2.13245	2.18542	2.28297	2.22144	2.28175	2.21218	2.02573																												
Pgm5	0.921312	1.01776	1.15774	1.35063	1.75318	1.32851	1.52663	1.18438	1.17516																												
Pgp	19.3343	21.7723	24.5074	19.8082	20.6117	18.8764	19.8625	20.3242	18.8101																												
Pgpep1	2.97535	2.73865	3.00893	3.05063	3.21525	3.09174	3.13378	2.8691	3.06908																												
Pgpep1l	0.485243	0.49937	0.779622	0.818619	1.01741	0.508687	0.904507	0.610895	0.42538																												
Pgr	3.79603	4.28031	4.70559	3.56979	3.53762	3.22254	3.92553	4.43499	3.86506																												
Pgr15l	0.00808166	0	0	0.0162775	0.0132489	0.00957782	0.0227393	0	0.0182639																												
Pgrmc1	114.282	111.198	127.617	124.725	118.24	128.1	111.617	108.579	106.229																												
Pgrmc2	19.469	20.7896	22.2003	21.8662	21.281	21.0693	21.026	20.1427	19.5419																												
Pgs1	19.691	20.5323	21.3357	20.2355	21.3011	22.6389	19.4957	19.5936	17.9853																												
Phactr1	57.8503	63.248	64.4426	58.3941	59.1958	59.4106	57.3624	62.7416	59.5687																												
Phactr2	1.6856	2.07772	2.10958	1.38317	1.75143	1.53714	1.48465	1.57971	1.48331																												
Phactr3	22.6638	24.2889	28.9109	24.5083	26.2379	25.6135	22.9528	24.2189	25.676																												
Phactr4	1.72557	2.25924	2.04368	1.75098	1.96058	2.05081	1.94828	2.02146	1.98883																												
Phax	17.4427	16.7206	16.1875	19.0387	18.5118	19.778	20.1309	16.6845	18.8474																												
Phb	12.6634	13.1217	12.739	11.6284	11.1589	12.7431	11.642	11.7425	11.094																												
Phb2	35.1349	34.5175	36.0775	35.6345	35.4229	37.9532	35.4487	35.5664	33.995																												
Phc1	10.9928	11.9991	11.0188	10.4824	10.2	10.4967	10.6411	11.4233	11.1859																												
Phc2	26.552	27.741	29.0284	26.1565	30.287	30.8371	27.2502	27.6349	27.6702																												
Phc3	7.39647	6.39714	6.74563	7.19541	7.07452	6.86958	7.30828	7.00884	6.78526																												
Phex	0.0207177	0.0142558	0.0353296	0.0347689	0.0283029	0.0409272	0.0194343	0.0181303	0.0234117																												
Phf1	9.88903	10.6228	11.4794	9.8389	10.6165	9.60822	9.62837	11.8586	11.5259																												
Phf10	14.1711	13.7025	13.2056	12.0786	12.832	13.195	12.0927	14.1667	12.7081																												
Phf11a	0.101066	0.147003	0.086046	0.147134	0.316929	0.800847	0.0111095	0.0622767	0																												
Phf11b	0.404375	1.20549	0.597745	0.792493	3.08999	3.15806	0.370848	0.662252	0.744092																												
Phf11c	0.267492	0.061266	0.101248	0.247528	0.654008	0.415852	0.106539	0.242279	0.134175																												
Phf11d	0.209361	0.544215	0.176041	0.325006	1.96129	2.14839	0.133365	0.290453	0.179707																												
Phf12	9.87344	9.44787	10.1856	10.1361	8.94369	9.37098	10.221	9.62401	10.2652																												
Phf13	4.24411	3.89367	3.8844	3.96126	4.61181	4.20001	4.37756	5.169	4.92274																												
Phf14	8.58542	8.01431	8.66685	9.58116	8.91926	9.77877	8.40503	8.5703	8.86415																												
Phf19	0.0825104	0.170274	0.150716	0.166255	0.154601	0.139639	0.110495	0.185594	0.14648																												
Phf2	12.5551	10.7468	11.2401	11.7194	11.9319	12.2718	13.2721	11.3548	11.4016																												
Phf20	14.2826	14.8661	14.7614	14.7598	15.0751	15.2057	14.2376	14.3753	15.0533																												
Phf20l1	8.3078	6.5366	5.97949	8.26718	7.51551	7.06136	8.32815	7.00983	8.22483																												
Phf21a	7.75317	6.46006	6.83887	7.38712	7.00901	7.51883	7.65061	7.28784	7.43727																												
Phf21b	2.46692	1.8691	1.94794	2.1472	2.20814	2.37182	2.84141	2.37019	2.31409																												
Phf23	17.1325	14.66	17.4925	17.817	17.3602	17.5427	18.1884	17.6652	17.9678																												
Phf3	13.5578	11.7906	12.1676	13.3862	13.1336	12.7238	14.4456	13.8044	13.3913																												
Phf5a	8.67954	8.4167	9.16744	8.57345	8.68614	9.13288	8.65169	8.05525	7.08952																												
Phf6	9.1814	8.51656	8.82622	8.88164	9.38582	9.13314	9.73568	9.22254	9.35802																												
Phf7	1.04617	1.22252	1.38641	1.43057	1.21998	1.29286	1.15323	1.32055	1.12864																												
Phf8	5.7604	5.22962	5.09714	4.87577	5.32924	4.81248	5.54397	5.85639	5.47964																												
Phgdh	11.6154	13.2174	13.2375	11.8714	13.684	14.57	12.4508	13.5634	11.4168																												
Phgr1	0	0	0	0	0	0	0	0	0																												
Phip	7.8663	6.5821	7.12952	7.78587	8.04781	7.57851	8.01767	7.16291	7.55746																												
Phka1	4.18446	4.1902	4.44824	4.32048	4.87497	4.12047	4.04229	4.13067	4.10744																												
Phka2	4.38337	4.14114	4.20542	4.51922	4.46624	4.38038	5.25754	4.84213	5.05717																												
Phkb	6.00271	7.06429	7.18386	6.79941	7.21778	6.37809	5.93072	6.77607	6.63253																												
Phkg1	7.34407	7.74734	7.53355	7.34431	7.50276	7.70705	6.96724	7.34852	7.09859																												
Phkg2	19.1294	19.3586	19.4271	18.8998	19.8225	18.6447	18.5405	18.0402	19.4642																												
Phlda1	7.71107	8.68226	8.18118	7.73126	8.22336	9.03949	7.34954	10.0661	6.99659																												
Phlda2	0	0	0	0	0	0	0	0	0																												
Phlda3	6.05444	11.237	8.84191	5.32494	6.43343	7.27202	5.90279	7.73097	8.08088																												
Phldb1	12.1811	16.9979	13.5195	11.7061	11.4456	14.6438	11.6114	13.8683	13.027																												
Phldb2	0.98818	1.42784	1.40063	1.16232	1.22556	1.15444	0.957976	1.06756	1.0026																												
Phldb3	0.0399205	0.0205851	0.0170075	0.0402556	0.0818259	0.0236255	0.0934506	0.104687	0.0450789																												
Phlpp1	17.5705	19.0283	18.604	18.0212	17.5185	17.8828	17.7724	18.914	18.4202																												
Phlpp2	8.16254	6.08869	6.07676	7.33477	6.99819	7.23941	7.57093	6.57784	6.69082																												
Phospho1	8.08925	9.57425	6.19874	6.22438	5.18789	6.59224	6.88053	6.03283	6.06714																												
Phospho2	11.6641	10.3867	10.8417	10.4231	10.8209	10.604	11.028	11.5408	11.6929																												
Phox2a	0	0	0	0	0	0	0	0	0																												
Phox2b	0	0	0	0	0	0	0	0	0																												
Phpt1	25.4542	26.5391	27.718	27.1657	26.8293	31.6781	25.1879	26.6546	24.6735																												
Phrf1	8.55862	7.79784	7.7315	8.82273	8.27528	8.61874	8.83891	8.3773	8.18094																												
Phtf1	13.9355	11.9561	12.8018	11.0645	12.3468	12.2435	12.986	12.2232	12.7627																												
Phtf1os	0	0	0	0	0	0	0	0	0																												
Phtf2	3.41757	3.18265	3.21347	3.23318	2.99359	2.87444	3.32331	3.21901	3.09736																												
Phxr4	0	0	0	0	0	0	0	0	0																												
Phyh	36.0338	44.2725	42.0695	35.2749	42.4547	40.9103	34.803	41.783	38.6526																												
Phyhd1	5.22448	4.35691	4.8714	6.11419	6.76461	5.47213	5.73193	6.7745	6.15528																												
Phyhip	157.961	134.167	152.131	180.755	163.893	181.082	179.943	145.918	161.929																												
Phyhipl	57.6289	57.0964	50.1691	60.4913	55.7672	62.9292	58.3155	56.4948	50.84																												
Phykpl	0	0	0	0	0	0	0	0	0																												
Pi15	0.0186976	0.0128663	0.0637715	0.156881	0.102171	0.0738781	0.122786	0.0490901	0.0563457																												
Pi16	0.0812681	0.104763	0.155801	0.102442	0.133262	0.0961876	0.0570697	0.142073	0.0688256																												
Pi4k2a	15.8356	18.1258	17.7857	16.0481	16.2985	18.7046	15.4039	17.9239	16.5159																												
Pi4k2b	0.495951	0.994085	0.978273	0.599749	0.894467	0.889468	0.47804	0.557665	0.706862																												
Pi4ka	36.6453	37.7336	36.8802	35.4364	34.4563	34.3	33.8588	36.7109	35.4776																												
Pi4kb	11.8278	11.4455	11.0976	11.4454	11.2898	11.1062	11.5954	11.5797	11.0613																												
Pianp	56.2089	56.1606	54.6265	52.3889	50.1705	54.3835	52.0491	53.3054	49.9459																												
Pias1	12.5142	13.4553	12.7427	13.8507	12.6006	13.3363	14.0136	13.6063	14.4477																												
Pias2	16.066	15.6494	16.3411	13.3701	16.9475	15.0441	16.8191	17.0097	16.7601																												
Pias3	5.25558	6.68853	6.31479	5.65337	5.95916	4.66288	4.88527	6.18972	6.22063																												
Pias4	7.83089	7.14273	7.36541	7.16463	7.87675	8.0282	7.69316	7.89839	7.66237																												
Pibf1	3.87417	3.48038	3.51849	2.93055	3.59656	3.32976	3.2156	3.61219	3.42675																												
Picalm	36.9216	0	37.4943	0	37.4873	36.3691	36.9359	38.1922	37.3033																												
Pick1	14.0804	14.6967	13.6218	14.3178	12.6921	13.9401	13.5233	15.3905	12.2238																												
Pid1	13.2819	16.4682	19.8188	12.8273	14.8184	13.3481	12.9479	16.4236	16.1824																												
Piezo1	0.372666	0.497715	0.578549	0.453193	0.696911	0.397681	0.406779	0.517096	0.527965																												
Piezo2	0.0159474	0.0411576	0.0373984	0.0280922	0.0490156	0.066178	0.0411549	0.0279184	0.0630838																												
Pif1	0.0239981	0.0371426	0.0306847	0.0120891	0.0786904	0.0568581	0.0337435	0.0839671	0.054222																												
Pifo	0.0573727	0.354181	0.53671	0.116192	0.0941495	0.0676379	0.0534469	0.14997	0.323262																												
Piga	3.46986	3.36437	2.97871	2.39266	2.75368	3.03178	3.12561	2.60459	3.46118																												
Pigb	0	0	0	0	0	0	0	0	0																												
Pigc	3.26928	3.38306	3.19367	2.84695	3.00567	2.88431	2.67737	3.39805	3.20672																												
Pigf	8.11877	7.39712	0	8.74038	0	7.18768	8.19922	7.66857	6.65929																												
Pigg	4.94003	4.37436	4.94196	4.66074	5.04966	4.39264	4.325	4.79657	5.07594																												
Pigh	3.2109	3.39358	3.91971	3.22728	3.46155	3.9431	3.34633	3.61654	3.88154																												
Pigk	11.7138	13.5866	13.2339	11.6491	11.9967	11.3883	11.5048	13.0152	12.5771																												
Pigl	2.97966	2.4278	2.27192	3.37984	2.97863	2.65113	2.94608	2.30526	2.69049																												
Pigm	2.87244	2.42485	2.24561	2.33934	2.3544	2.33974	2.49749	2.42436	2.44266																												
Pign	2.14044	2.03179	2.19444	2.3155	2.54811	2.67308	2.27691	2.40283	2.41164																												
Pigo	3.92503	3.26485	3.40785	3.56776	3.46789	3.91431	3.23346	3.26619	3.39905																												
Pigp	0	0	0	0	0	0	0	0	0																												
Pigq	23.7033	27.258	27.823	23.5124	24.1579	23.5155	21.971	23.5321	22.5087																												
Pigr	0	0	0.00975802	0	0	0	0	0	0																												
Pigs	16.1916	15.2657	15.1999	14.152	14.9519	16.0473	15.0713	14.3703	14.1685																												
Pigt	17.5853	18.3751	18.0249	18.4047	16.4728	17.7259	17.4638	17.3816	16.1513																												
Pigu	9.01611	11.6313	9.8833	10.9506	9.25387	9.83594	9.46537	9.55165	10.2088																												
Pigv	1.41028	2.05098	1.81302	2.07249	2.06857	2.28553	1.69813	1.96418	1.67317																												
Pigw	1.61982	2.13466	1.78053	1.95454	1.5677	2.00168	1.75818	1.73672	2.03385																												
Pigx	6.39848	7.16993	7.71438	7.22174	8.15504	9.24419	7.967	8.05195	7.41189																												
Pigyl	21.5968	27.1272	27.6199	24.1624	25.0882	29.1334	23.9878	25.015	23.7544																												
Pigz	1.46537	3.06548	1.94415	1.7734	1.49325	1.28832	1.46994	2.01271	1.70191																												
Pih1d1	8.27833	10.8124	9.49052	9.5776	8.42044	10.1404	9.34155	9.19956	9.10734																												
Pih1d2	0	0	0	0	0	0	0	0	0																												
Pih1d3	0	0	0.0281085	0	0	0	0	0	0																												
Pik3ap1	0.896285	1.01339	1.05758	1.30317	3.67406	1.53054	0.807274	1.53716	1.49891																												
